From Previous KnowledgeID,To Current KnowledgeID,Count
Know_32,Know_111,12
Know_11,Know_111,12
Know_27,Know_83,12
Know_25,Know_83,12
Know_88,Know_83,12
Know_46,Know_235,12
Know_303,Know_235,12
Know_219,Know_242,12
Know_8,Know_242,12
Know_3,Know_176,12
Know_65,Know_195,12
Know_66,Know_195,12
Know_30,Know_195,12
Know_198,Know_195,12
Know_301,Know_218,12
Know_14,Know_93,12
Know_1,Know_10,12
Know_196,Know_65,12
Know_185,Know_184,12
Know_32,Know_184,12
Know_6,Know_184,12
Know_294,Know_50,12
Know_295,Know_50,12
Know_74,Know_50,12
Know_296,Know_50,12
Know_293,Know_50,12
Know_38,Know_54,12
Know_190,Know_54,12
Know_37,Know_54,12
Know_25,Know_54,12
Know_27,Know_54,12
Know_189,Know_54,12
Know_61,Know_54,12
Know_30,Know_183,12
Know_1,Know_251,12
Know_46,Know_233,12
Know_35,Know_99,12
Know_301,Know_99,12
Know_104,Know_129,12
Know_32,Know_129,12
Know_30,Know_277,12
Know_116,Know_118,12
Know_301,Know_118,12
Know_308,Know_118,12
Know_63,Know_86,12
Know_168,Know_335,12
Know_63,Know_335,12
Know_51,Know_35,12
Know_335,Know_35,12
Know_75,Know_35,12
Know_195,Know_35,12
Know_86,Know_35,12
Know_67,Know_2,12
Know_43,Know_2,12
Know_27,Know_55,12
Know_189,Know_55,12
Know_25,Know_55,12
Know_37,Know_55,12
Know_190,Know_55,12
Know_61,Know_55,12
Know_38,Know_55,12
Know_214,Know_220,12
Know_233,Know_220,12
Know_232,Know_220,12
Know_303,Know_220,12
Know_219,Know_221,12
Know_303,Know_221,12
Know_39,Know_23,12
Know_326,Know_61,12
Know_347,Know_61,12
Know_335,Know_61,12
Know_323,Know_61,12
Know_21,Know_61,12
Know_27,Know_61,12
Know_325,Know_61,12
Know_324,Know_61,12
Know_36,Know_60,12
Know_168,Know_56,12
Know_32,Know_148,12
Know_104,Know_148,12
Know_192,Know_196,12
Know_191,Know_196,12
Know_32,Know_196,12
Know_75,Know_36,12
Know_89,Know_42,12
Know_46,Know_232,12
Know_2,Know_161,12
Know_324,Know_161,12
Know_326,Know_161,12
Know_323,Know_161,12
Know_335,Know_161,12
Know_325,Know_161,12
Know_37,Know_161,12
Know_347,Know_161,12
Know_30,Know_80,12
Know_31,Know_80,12
Know_11,Know_71,12
Know_32,Know_71,12
Know_50,Know_28,12
Know_203,Know_204,12
Know_7,Know_230,12
Know_8,Know_230,12
Know_31,Know_252,12
Know_65,Know_11,12
Know_302,Know_11,12
Know_66,Know_11,12
Know_300,Know_11,12
Know_49,Know_11,12
Know_6,Know_11,12
Know_135,Know_11,12
Know_304,Know_11,12
Know_61,Know_11,12
Know_31,Know_49,12
Know_30,Know_49,12
Know_131,Know_308,12
Know_43,Know_308,12
Know_93,Know_108,12
Know_50,Know_300,12
Know_3,Know_13,12
Know_328,Know_31,12
Know_293,Know_31,12
Know_294,Know_31,12
Know_61,Know_31,12
Know_327,Know_31,12
Know_295,Know_31,12
Know_30,Know_276,12
Know_8,Know_75,12
Know_116,Know_121,12
Know_87,Know_51,12
Know_190,Know_51,12
Know_189,Know_51,12
Know_83,Know_64,12
Know_82,Know_64,12
Know_14,Know_64,12
Know_50,Know_102,12
Know_14,Know_102,12
Know_3,Know_102,12
Know_219,Know_240,12
Know_8,Know_240,12
Know_195,Know_84,12
Know_324,Know_162,12
Know_323,Know_162,12
Know_347,Know_162,12
Know_2,Know_162,12
Know_335,Know_162,12
Know_326,Know_162,12
Know_325,Know_162,12
Know_37,Know_162,12
Know_233,Know_222,12
Know_191,Know_222,12
Know_232,Know_222,12
Know_14,Know_63,12
Know_183,Know_63,12
Know_277,Know_63,12
Know_275,Know_63,12
Know_276,Know_63,12
Know_226,Know_63,12
Know_36,Know_337,12
Know_93,Know_109,12
Know_1,Know_250,12
Know_93,Know_107,12
Know_49,Know_3,12
Know_217,Know_3,12
Know_168,Know_3,12
Know_92,Know_3,12
Know_52,Know_3,12
Know_31,Know_81,12
Know_30,Know_81,12
Know_88,Know_82,12
Know_27,Know_82,12
Know_25,Know_82,12
Know_36,Know_336,12
Know_249,Know_229,12
Know_195,Know_85,12
Know_95,Know_130,12
Know_94,Know_130,12
Know_32,Know_130,12
Know_308,Know_130,12
Know_196,Know_66,12
Know_219,Know_241,12
Know_8,Know_241,12
Know_219,Know_243,12
Know_8,Know_243,12
Know_190,Know_182,12
Know_189,Know_182,12
Know_76,Know_38,12
Know_301,Know_116,12
Know_92,Know_134,12
Know_40,Know_12,12
Know_75,Know_12,12
Know_86,Know_190,12
Know_83,Know_190,12
Know_51,Know_190,12
Know_191,Know_190,12
Know_82,Know_190,12
Know_50,Know_302,12
Know_35,Know_8,12
Know_8,Know_217,12
Know_190,Know_46,12
Know_303,Know_46,12
Know_189,Know_46,12
Know_61,Know_46,12
Know_27,Know_46,12
Know_196,Know_104,12
Know_56,Know_104,12
Know_57,Know_104,12
Know_184,Know_104,12
Know_130,Know_98,12
Know_21,Know_249,12
Know_191,Know_189,12
Know_86,Know_189,12
Know_82,Know_189,12
Know_83,Know_189,12
Know_51,Know_189,12
Know_38,Know_76,12
Know_249,Know_227,12
Know_252,Know_29,12
Know_8,Know_29,12
Know_135,Know_29,12
Know_191,Know_7,12
Know_93,Know_7,12
Know_137,Know_135,12
Know_327,Know_135,12
Know_328,Know_135,12
Know_300,Know_32,12
Know_184,Know_32,12
Know_302,Know_32,12
Know_304,Know_32,12
Know_196,Know_32,12
Know_1,Know_9,12
Know_39,Know_21,12
Know_191,Know_69,12
Know_11,Know_112,12
Know_32,Know_112,12
Know_196,Know_209,12
Know_27,Know_209,12
Know_3,Know_92,12
Know_234,Know_25,12
Know_337,Know_25,12
Know_336,Know_25,12
Know_99,Know_25,12
Know_3,Know_175,12
Know_75,Know_14,12
Know_303,Know_14,12
Know_336,Know_34,12
Know_337,Know_34,12
Know_50,Know_216,12
Know_303,Know_231,12
Know_217,Know_226,12
Know_27,Know_208,12
Know_196,Know_208,12
Know_30,Know_275,12
Know_65,Know_168,12
Know_36,Know_168,12
Know_66,Know_168,12
Know_8,Know_283,12
Know_29,Know_67,12
Know_32,Know_67,12
Know_325,Know_48,12
Know_290,Know_48,12
Know_135,Know_48,12
Know_324,Know_48,12
Know_326,Know_48,12
Know_323,Know_48,12
Know_347,Know_48,12
Know_289,Know_48,12
Know_228,Know_137,12
Know_219,Know_137,12
Know_227,Know_137,12
Know_229,Know_137,12
Know_191,Know_192,12
Know_308,Know_119,12
Know_116,Know_119,12
Know_301,Know_119,12
Know_14,Know_236,12
Know_301,Know_236,12
Know_50,Know_236,12
Know_6,Know_1,12
Know_220,Know_1,12
Know_168,Know_57,12
Know_49,Know_47,12
Know_182,Know_47,12
Know_191,Know_47,12
Know_31,Know_163,12
Know_3,Know_207,11
Know_183,Know_191,11
Know_182,Know_191,11
Know_233,Know_191,11
Know_185,Know_191,11
Know_232,Know_191,11
Know_52,Know_30,11
Know_83,Know_30,11
Know_303,Know_30,11
Know_242,Know_30,11
Know_240,Know_30,11
Know_243,Know_30,11
Know_82,Know_30,11
Know_241,Know_30,11
Know_99,Know_146,11
Know_29,Know_219,11
Know_301,Know_43,11
Know_36,Know_269,11
Know_3,Know_269,11
Know_3,Know_304,11
Know_192,Know_6,11
Know_40,Know_6,11
Know_25,Know_16,11
Know_308,Know_88,11
Know_327,Know_326,11
Know_36,Know_326,11
Know_137,Know_326,11
Know_328,Know_326,11
Know_14,Know_110,11
Know_99,Know_33,11
Know_14,Know_111,11
Know_308,Know_83,11
Know_54,Know_83,11
Know_55,Know_83,11
Know_300,Know_235,11
Know_302,Know_235,11
Know_7,Know_235,11
Know_304,Know_235,11
Know_12,Know_242,11
Know_47,Know_242,11
Know_47,Know_318,11
Know_63,Know_195,11
Know_64,Know_195,11
Know_25,Know_195,11
Know_196,Know_195,11
Know_137,Know_218,11
Know_303,Know_218,11
Know_68,Know_218,11
Know_217,Know_218,11
Know_7,Know_93,11
Know_216,Know_93,11
Know_32,Know_10,11
Know_31,Know_10,11
Know_28,Know_65,11
Know_52,Know_65,11
Know_83,Know_65,11
Know_104,Know_184,11
Know_168,Know_184,11
Know_135,Know_184,11
Know_303,Know_50,11
Know_8,Know_50,11
Know_195,Know_54,11
Know_88,Know_54,11
Know_28,Know_54,11
Know_47,Know_321,11
Know_65,Know_183,11
Know_66,Know_183,11
Know_135,Know_183,11
Know_195,Know_183,11
Know_104,Know_183,11
Know_131,Know_183,11
Know_68,Know_233,11
Know_116,Know_99,11
Know_99,Know_129,11
Know_11,Know_129,11
Know_131,Know_277,11
Know_65,Know_277,11
Know_135,Know_277,11
Know_66,Know_277,11
Know_104,Know_277,11
Know_184,Know_193,11
Know_99,Know_147,11
Know_11,Know_245,11
Know_219,Know_245,11
Know_104,Know_335,11
Know_32,Know_335,11
Know_90,Know_35,11
Know_228,Know_2,11
Know_74,Know_2,11
Know_227,Know_2,11
Know_229,Know_2,11
Know_296,Know_2,11
Know_195,Know_55,11
Know_88,Know_55,11
Know_28,Know_55,11
Know_11,Know_220,11
Know_216,Know_220,11
Know_304,Know_220,11
Know_300,Know_220,11
Know_191,Know_220,11
Know_46,Know_220,11
Know_302,Know_220,11
Know_89,Know_90,11
Know_92,Know_158,11
Know_302,Know_221,11
Know_304,Know_221,11
Know_300,Know_221,11
Know_217,Know_221,11
Know_46,Know_221,11
Know_61,Know_23,11
Know_89,Know_23,11
Know_301,Know_23,11
Know_88,Know_61,11
Know_7,Know_61,11
Know_327,Know_301,11
Know_328,Know_301,11
Know_3,Know_268,11
Know_36,Know_268,11
Know_308,Know_60,11
Know_1,Know_60,11
Know_64,Know_327,11
Know_12,Know_56,11
Know_11,Know_148,11
Know_99,Know_148,11
Know_226,Know_289,11
Know_276,Know_289,11
Know_183,Know_289,11
Know_277,Know_289,11
Know_275,Know_289,11
Know_12,Know_289,11
Know_135,Know_196,11
Know_185,Know_196,11
Know_168,Know_196,11
Know_104,Know_196,11
Know_3,Know_273,11
Know_36,Know_273,11
Know_90,Know_36,11
Know_21,Know_36,11
Know_68,Know_232,11
Know_137,Know_325,11
Know_327,Know_325,11
Know_36,Know_325,11
Know_328,Know_325,11
Know_2,Know_80,11
Know_14,Know_71,11
Know_217,Know_28,11
Know_75,Know_28,11
Know_7,Know_131,11
Know_195,Know_131,11
Know_104,Know_131,11
Know_230,Know_252,11
Know_89,Know_252,11
Know_161,Know_11,11
Know_162,Know_11,11
Know_67,Know_11,11
Know_36,Know_272,11
Know_3,Know_272,11
Know_3,Know_271,11
Know_36,Know_271,11
Know_36,Know_347,11
Know_137,Know_347,11
Know_327,Know_347,11
Know_328,Know_347,11
Know_3,Know_266,11
Know_36,Know_266,11
Know_11,Know_49,11
Know_304,Know_214,11
Know_302,Know_214,11
Know_68,Know_214,11
Know_300,Know_214,11
Know_40,Know_159,11
Know_56,Know_308,11
Know_189,Know_308,11
Know_57,Know_308,11
Know_190,Know_308,11
Know_135,Know_308,11
Know_3,Know_300,11
Know_29,Know_13,11
Know_31,Know_13,11
Know_32,Know_13,11
Know_296,Know_31,11
Know_135,Know_31,11
Know_195,Know_31,11
Know_74,Know_31,11
Know_328,Know_324,11
Know_137,Know_324,11
Know_327,Know_324,11
Know_36,Know_324,11
Know_66,Know_276,11
Know_131,Know_276,11
Know_104,Know_276,11
Know_135,Know_276,11
Know_65,Know_276,11
Know_242,Know_75,11
Know_243,Know_75,11
Know_43,Know_75,11
Know_241,Know_75,11
Know_240,Know_75,11
Know_35,Know_345,11
Know_184,Know_51,11
Know_301,Know_51,11
Know_196,Know_51,11
Know_12,Know_290,11
Know_275,Know_290,11
Know_183,Know_290,11
Know_276,Know_290,11
Know_277,Know_290,11
Know_226,Know_290,11
Know_330,Know_64,11
Know_327,Know_64,11
Know_334,Know_64,11
Know_333,Know_64,11
Know_328,Know_64,11
Know_137,Know_64,11
Know_348,Know_64,11
Know_69,Know_64,11
Know_331,Know_64,11
Know_332,Know_64,11
Know_68,Know_102,11
Know_137,Know_102,11
Know_12,Know_240,11
Know_47,Know_240,11
Know_46,Know_84,11
Know_116,Know_149,11
Know_137,Know_63,11
Know_328,Know_63,11
Know_83,Know_63,11
Know_301,Know_63,11
Know_82,Know_63,11
Know_327,Know_63,11
Know_184,Know_194,11
Know_189,Know_337,11
Know_190,Know_337,11
Know_13,Know_3,11
Know_309,Know_3,11
Know_74,Know_3,11
Know_79,Know_3,11
Know_2,Know_81,11
Know_54,Know_82,11
Know_308,Know_82,11
Know_55,Know_82,11
Know_189,Know_336,11
Know_190,Know_336,11
Know_50,Know_248,11
Know_219,Know_248,11
Know_216,Know_248,11
Know_46,Know_85,11
Know_99,Know_144,11
Know_87,Know_40,11
Know_11,Know_130,11
Know_52,Know_66,11
Know_28,Know_66,11
Know_83,Know_66,11
Know_31,Know_310,11
Know_29,Know_310,11
Know_30,Know_310,11
Know_12,Know_241,11
Know_47,Know_241,11
Know_47,Know_243,11
Know_12,Know_243,11
Know_184,Know_182,11
Know_303,Know_38,11
Know_75,Know_38,11
Know_65,Know_12,11
Know_66,Know_12,11
Know_135,Know_12,11
Know_104,Know_12,11
Know_90,Know_12,11
Know_50,Know_89,11
Know_14,Know_89,11
Know_40,Know_89,11
Know_192,Know_190,11
Know_198,Know_190,11
Know_3,Know_302,11
Know_99,Know_145,11
Know_3,Know_206,11
Know_25,Know_15,11
Know_2,Know_15,11
Know_64,Know_328,11
Know_88,Know_46,11
Know_195,Know_46,11
Know_36,Know_323,11
Know_327,Know_323,11
Know_137,Know_323,11
Know_328,Know_323,11
Know_23,Know_104,11
Know_40,Know_249,11
Know_198,Know_189,11
Know_192,Know_189,11
Know_89,Know_309,11
Know_304,Know_29,11
Know_300,Know_29,11
Know_82,Know_29,11
Know_168,Know_29,11
Know_83,Know_29,11
Know_302,Know_29,11
Know_92,Know_7,11
Know_149,Know_135,11
Know_32,Know_9,11
Know_47,Know_320,11
Know_93,Know_69,11
Know_14,Know_112,11
Know_88,Know_209,11
Know_64,Know_209,11
Know_63,Know_209,11
Know_47,Know_322,11
Know_17,Know_25,11
Know_94,Know_25,11
Know_82,Know_25,11
Know_15,Know_25,11
Know_64,Know_25,11
Know_16,Know_25,11
Know_6,Know_25,11
Know_63,Know_25,11
Know_95,Know_25,11
Know_83,Know_25,11
Know_304,Know_14,11
Know_302,Know_14,11
Know_300,Know_14,11
Know_92,Know_157,11
Know_223,Know_231,11
Know_304,Know_231,11
Know_46,Know_231,11
Know_3,Know_231,11
Know_300,Know_231,11
Know_302,Know_231,11
Know_222,Know_231,11
Know_131,Know_226,11
Know_65,Know_226,11
Know_66,Know_226,11
Know_104,Know_226,11
Know_40,Know_226,11
Know_135,Know_226,11
Know_2,Know_17,11
Know_25,Know_17,11
Know_64,Know_208,11
Know_88,Know_208,11
Know_63,Know_208,11
Know_104,Know_275,11
Know_65,Know_275,11
Know_66,Know_275,11
Know_131,Know_275,11
Know_135,Know_275,11
Know_162,Know_168,11
Know_32,Know_168,11
Know_61,Know_168,11
Know_161,Know_168,11
Know_89,Know_44,11
Know_89,Know_45,11
Know_69,Know_67,11
Know_7,Know_67,11
Know_64,Know_137,11
Know_303,Know_137,11
Know_217,Know_137,11
Know_47,Know_192,11
Know_50,Know_247,11
Know_219,Know_247,11
Know_216,Know_247,11
Know_67,Know_68,11
Know_217,Know_68,11
Know_90,Know_37,11
Know_75,Know_37,11
Know_221,Know_1,11
Know_12,Know_57,11
Know_3,Know_270,11
Know_36,Know_270,11
Know_36,Know_267,11
Know_3,Know_267,11
Know_47,Know_346,11
Know_47,Know_163,11
Know_46,Know_163,11
Know_54,Know_163,11
Know_55,Know_163,11
Know_30,Know_314,10
Know_47,Know_207,10
Know_195,Know_207,10
Know_190,Know_191,10
Know_189,Know_191,10
Know_8,Know_246,10
Know_87,Know_30,10
Know_199,Know_201,10
Know_195,Know_198,10
Know_35,Know_219,10
Know_74,Know_20,10
Know_293,Know_20,10
Know_295,Know_20,10
Know_99,Know_20,10
Know_296,Know_20,10
Know_294,Know_20,10
Know_104,Know_43,10
Know_42,Know_43,10
Know_308,Know_43,10
Know_57,Know_27,10
Know_14,Know_27,10
Know_56,Know_27,10
Know_178,Know_177,10
Know_179,Know_177,10
Know_180,Know_177,10
Know_263,Know_269,10
Know_261,Know_269,10
Know_259,Know_269,10
Know_260,Know_269,10
Know_262,Know_269,10
Know_25,Know_179,10
Know_21,Know_6,10
Know_8,Know_6,10
Know_308,Know_52,10
Know_40,Know_16,10
Know_252,Know_224,10
Know_35,Know_88,10
Know_3,Know_326,10
Know_31,Know_311,10
Know_29,Know_311,10
Know_30,Know_311,10
Know_47,Know_174,10
Know_99,Know_110,10
Know_195,Know_187,10
Know_190,Know_187,10
Know_203,Know_187,10
Know_189,Know_187,10
Know_75,Know_33,10
Know_99,Know_111,10
Know_8,Know_235,10
Know_219,Know_235,10
Know_40,Know_242,10
Know_50,Know_242,10
Know_180,Know_176,10
Know_178,Know_176,10
Know_179,Know_176,10
Know_3,Know_318,10
Know_192,Know_195,10
Know_137,Know_93,10
Know_21,Know_93,10
Know_40,Know_93,10
Know_7,Know_10,10
Know_3,Know_10,10
Know_87,Know_65,10
Know_301,Know_65,10
Know_131,Know_184,10
Know_1,Know_184,10
Know_300,Know_50,10
Know_11,Know_50,10
Know_302,Know_50,10
Know_32,Know_50,10
Know_219,Know_50,10
Know_304,Know_50,10
Know_137,Know_54,10
Know_34,Know_54,10
Know_161,Know_54,10
Know_162,Know_54,10
Know_3,Know_321,10
Know_35,Know_339,10
Know_196,Know_183,10
Know_25,Know_251,10
Know_67,Know_233,10
Know_223,Know_233,10
Know_222,Know_233,10
Know_308,Know_317,10
Know_69,Know_317,10
Know_135,Know_99,10
Know_63,Know_99,10
Know_3,Know_193,10
Know_208,Know_193,10
Know_209,Know_193,10
Know_69,Know_315,10
Know_308,Know_315,10
Know_25,Know_180,10
Know_113,Know_118,10
Know_42,Know_118,10
Know_242,Know_245,10
Know_241,Know_245,10
Know_243,Know_245,10
Know_240,Know_245,10
Know_304,Know_35,10
Know_302,Know_35,10
Know_300,Know_35,10
Know_137,Know_55,10
Know_161,Know_55,10
Know_162,Know_55,10
Know_34,Know_55,10
Know_12,Know_90,10
Know_46,Know_90,10
Know_11,Know_221,10
Know_344,Know_61,10
Know_38,Know_61,10
Know_69,Know_61,10
Know_314,Know_61,10
Know_259,Know_268,10
Know_263,Know_268,10
Know_260,Know_268,10
Know_261,Know_268,10
Know_262,Know_268,10
Know_7,Know_60,10
Know_38,Know_60,10
Know_301,Know_327,10
Know_199,Know_200,10
Know_308,Know_316,10
Know_69,Know_316,10
Know_130,Know_142,10
Know_43,Know_113,10
Know_103,Know_113,10
Know_94,Know_113,10
Know_106,Know_113,10
Know_101,Know_113,10
Know_102,Know_113,10
Know_105,Know_113,10
Know_14,Know_113,10
Know_95,Know_113,10
Know_99,Know_113,10
Know_20,Know_113,10
Know_32,Know_113,10
Know_89,Know_113,10
Know_98,Know_113,10
Know_100,Know_113,10
Know_104,Know_113,10
Know_97,Know_113,10
Know_96,Know_113,10
Know_32,Know_53,10
Know_46,Know_289,10
Know_55,Know_289,10
Know_54,Know_289,10
Know_131,Know_196,10
Know_198,Know_196,10
Know_1,Know_196,10
Know_6,Know_196,10
Know_40,Know_196,10
Know_260,Know_273,10
Know_263,Know_273,10
Know_261,Know_273,10
Know_262,Know_273,10
Know_259,Know_273,10
Know_46,Know_303,10
Know_92,Know_303,10
Know_300,Know_36,10
Know_61,Know_36,10
Know_162,Know_36,10
Know_161,Know_36,10
Know_63,Know_36,10
Know_304,Know_36,10
Know_302,Know_36,10
Know_102,Know_42,10
Know_106,Know_42,10
Know_20,Know_42,10
Know_98,Know_42,10
Know_105,Know_42,10
Know_100,Know_42,10
Know_99,Know_42,10
Know_103,Know_42,10
Know_96,Know_42,10
Know_97,Know_42,10
Know_101,Know_42,10
Know_104,Know_42,10
Know_95,Know_42,10
Know_94,Know_42,10
Know_223,Know_232,10
Know_67,Know_232,10
Know_222,Know_232,10
Know_3,Know_325,10
Know_1,Know_161,10
Know_344,Know_161,10
Know_314,Know_161,10
Know_37,Know_80,10
Know_28,Know_80,10
Know_12,Know_80,10
Know_35,Know_80,10
Know_36,Know_80,10
Know_99,Know_71,10
Know_218,Know_252,10
Know_234,Know_252,10
Know_308,Know_252,10
Know_50,Know_79,10
Know_39,Know_79,10
Know_228,Know_11,10
Know_229,Know_11,10
Know_217,Know_11,10
Know_227,Know_11,10
Know_259,Know_272,10
Know_261,Know_272,10
Know_262,Know_272,10
Know_263,Know_272,10
Know_260,Know_272,10
Know_261,Know_271,10
Know_259,Know_271,10
Know_262,Know_271,10
Know_263,Know_271,10
Know_260,Know_271,10
Know_3,Know_347,10
Know_260,Know_266,10
Know_262,Know_266,10
Know_261,Know_266,10
Know_263,Know_266,10
Know_259,Know_266,10
Know_69,Know_49,10
Know_3,Know_49,10
Know_222,Know_214,10
Know_223,Know_214,10
Know_67,Know_214,10
Know_113,Know_108,10
Know_42,Know_108,10
Know_30,Know_13,10
Know_68,Know_13,10
Know_7,Know_13,10
Know_6,Know_31,10
Know_243,Know_31,10
Know_241,Know_31,10
Know_161,Know_31,10
Know_162,Know_31,10
Know_242,Know_31,10
Know_240,Know_31,10
Know_76,Know_31,10
Know_3,Know_324,10
Know_252,Know_75,10
Know_25,Know_178,10
Know_113,Know_121,10
Know_42,Know_121,10
Know_189,Know_186,10
Know_195,Know_186,10
Know_203,Know_186,10
Know_190,Know_186,10
Know_75,Know_51,10
Know_55,Know_290,10
Know_46,Know_290,10
Know_54,Know_290,10
Know_7,Know_64,10
Know_168,Know_64,10
Know_135,Know_64,10
Know_303,Know_102,10
Know_50,Know_240,10
Know_40,Know_240,10
Know_55,Know_84,10
Know_54,Know_84,10
Know_40,Know_84,10
Know_42,Know_120,10
Know_113,Know_120,10
Know_344,Know_162,10
Know_314,Know_162,10
Know_1,Know_162,10
Know_168,Know_63,10
Know_3,Know_194,10
Know_209,Know_194,10
Know_208,Know_194,10
Know_54,Know_337,10
Know_57,Know_337,10
Know_55,Know_337,10
Know_131,Know_337,10
Know_34,Know_337,10
Know_56,Know_337,10
Know_113,Know_109,10
Know_42,Know_109,10
Know_25,Know_250,10
Know_113,Know_107,10
Know_42,Know_107,10
Know_296,Know_3,10
Know_28,Know_81,10
Know_35,Know_81,10
Know_12,Know_81,10
Know_36,Know_81,10
Know_37,Know_81,10
Know_34,Know_336,10
Know_55,Know_336,10
Know_56,Know_336,10
Know_54,Know_336,10
Know_57,Know_336,10
Know_131,Know_336,10
Know_69,Know_248,10
Know_14,Know_248,10
Know_93,Know_248,10
Know_21,Know_248,10
Know_55,Know_85,10
Know_54,Know_85,10
Know_40,Know_85,10
Know_230,Know_40,10
Know_303,Know_40,10
Know_301,Know_66,10
Know_87,Know_66,10
Know_7,Know_310,10
Know_252,Know_225,10
Know_50,Know_241,10
Know_40,Know_241,10
Know_50,Know_243,10
Know_40,Know_243,10
Know_3,Know_182,10
Know_302,Know_12,10
Know_300,Know_12,10
Know_304,Know_12,10
Know_50,Know_39,10
Know_47,Know_206,10
Know_195,Know_206,10
Know_67,Know_217,10
Know_32,Know_217,10
Know_301,Know_328,10
Know_162,Know_46,10
Know_161,Know_46,10
Know_3,Know_323,10
Know_51,Know_104,10
Know_86,Know_104,10
Know_130,Know_143,10
Know_232,Know_249,10
Know_301,Know_249,10
Know_214,Know_249,10
Know_233,Know_249,10
Know_46,Know_309,10
Know_32,Know_76,10
Know_7,Know_234,10
Know_43,Know_29,10
Know_104,Know_29,10
Know_216,Know_29,10
Know_92,Know_29,10
Know_232,Know_7,10
Know_233,Know_7,10
Know_214,Know_7,10
Know_34,Know_7,10
Know_40,Know_135,10
Know_2,Know_135,10
Know_102,Know_32,10
Know_216,Know_32,10
Know_86,Know_32,10
Know_6,Know_32,10
Know_7,Know_9,10
Know_3,Know_320,10
Know_99,Know_112,10
Know_182,Know_209,10
Know_61,Know_209,10
Know_3,Know_322,10
Know_93,Know_25,10
Know_178,Know_175,10
Know_179,Know_175,10
Know_180,Know_175,10
Know_195,Know_14,10
Know_39,Know_14,10
Know_259,Know_34,10
Know_262,Know_34,10
Know_261,Know_34,10
Know_263,Know_34,10
Know_33,Know_34,10
Know_260,Know_34,10
Know_241,Know_231,10
Know_242,Know_231,10
Know_243,Know_231,10
Know_7,Know_231,10
Know_240,Know_231,10
Know_227,Know_226,10
Know_229,Know_226,10
Know_252,Know_226,10
Know_228,Know_226,10
Know_195,Know_188,10
Know_190,Know_188,10
Know_203,Know_188,10
Know_189,Know_188,10
Know_61,Know_208,10
Know_182,Know_208,10
Know_131,Know_168,10
Know_137,Know_168,10
Know_252,Know_283,10
Know_1,Know_283,10
Know_228,Know_283,10
Know_227,Know_283,10
Know_219,Know_283,10
Know_229,Know_283,10
Know_308,Know_44,10
Know_46,Know_44,10
Know_301,Know_44,10
Know_308,Know_45,10
Know_301,Know_45,10
Know_46,Know_45,10
Know_189,Know_48,10
Know_61,Know_48,10
Know_190,Know_48,10
Know_335,Know_48,10
Know_52,Know_48,10
Know_49,Know_48,10
Know_304,Know_137,10
Know_302,Know_137,10
Know_300,Know_137,10
Know_184,Know_137,10
Know_183,Know_137,10
Know_104,Know_137,10
Know_208,Know_192,10
Know_209,Know_192,10
Know_198,Know_192,10
Know_113,Know_119,10
Know_42,Know_119,10
Know_93,Know_247,10
Know_21,Know_247,10
Know_69,Know_247,10
Know_14,Know_247,10
Know_137,Know_236,10
Know_7,Know_236,10
Know_57,Know_1,10
Know_131,Know_1,10
Know_56,Know_1,10
Know_50,Know_47,10
Know_76,Know_47,10
Know_261,Know_270,10
Know_259,Know_270,10
Know_260,Know_270,10
Know_263,Know_270,10
Know_262,Know_270,10
Know_260,Know_267,10
Know_263,Know_267,10
Know_259,Know_267,10
Know_262,Know_267,10
Know_261,Know_267,10
Know_3,Know_346,10
Know_12,Know_228,9
Know_66,Know_314,9
Know_65,Know_314,9
Know_29,Know_191,9
Know_67,Know_191,9
Know_66,Know_344,9
Know_65,Know_344,9
Know_30,Know_344,9
Know_174,Know_30,9
Know_47,Know_198,9
Know_149,Know_146,9
Know_104,Know_20,9
Know_100,Know_43,9
Know_105,Know_43,9
Know_98,Know_43,9
Know_103,Know_43,9
Know_106,Know_43,9
Know_96,Know_43,9
Know_102,Know_43,9
Know_99,Know_43,9
Know_97,Know_43,9
Know_101,Know_43,9
Know_21,Know_27,9
Know_66,Know_27,9
Know_65,Know_27,9
Know_195,Know_27,9
Know_209,Know_27,9
Know_208,Know_27,9
Know_50,Know_177,9
Know_29,Know_269,9
Know_337,Know_269,9
Know_336,Know_269,9
Know_11,Know_269,9
Know_308,Know_269,9
Know_89,Know_73,9
Know_308,Know_73,9
Know_301,Know_73,9
Know_30,Know_6,9
Know_301,Know_6,9
Know_35,Know_6,9
Know_36,Know_6,9
Know_31,Know_6,9
Know_182,Know_6,9
Know_29,Know_334,9
Know_2,Know_52,9
Know_21,Know_16,9
Know_31,Know_16,9
Know_301,Know_16,9
Know_30,Know_16,9
Know_7,Know_224,9
Know_337,Know_88,9
Know_21,Know_88,9
Know_54,Know_88,9
Know_336,Know_88,9
Know_55,Know_88,9
Know_209,Know_326,9
Know_208,Know_326,9
Know_7,Know_311,9
Know_104,Know_110,9
Know_94,Know_110,9
Know_3,Know_41,9
Know_25,Know_33,9
Know_240,Know_33,9
Know_243,Know_33,9
Know_242,Know_33,9
Know_241,Know_33,9
Know_104,Know_111,9
Know_94,Know_111,9
Know_337,Know_83,9
Know_336,Know_83,9
Know_65,Know_83,9
Know_32,Know_83,9
Know_66,Know_83,9
Know_68,Know_235,9
Know_217,Know_235,9
Know_40,Know_235,9
